model_name,strata,year,pred,obs
Model 22.2.c,CGOA (501-700 m),2010,"6,556 (5,051, 8,510)",NA
Model 22.2.c,CGOA (501-700 m),2011,"6,540 (5,071, 8,434)","6,884 (0)"
Model 22.2.c,CGOA (501-700 m),2012,"6,491 (4,994, 8,437)",NA
Model 22.2.c,CGOA (501-700 m),2013,"6,416 (4,950, 8,318)","8,196 (0)"
Model 22.2.c,CGOA (501-700 m),2014,"6,199 (4,771, 8,054)",NA
Model 22.2.c,CGOA (501-700 m),2015,"5,974 (4,597, 7,763)","4,666 (0)"
Model 22.2.c,CGOA (501-700 m),2016,"5,880 (4,483, 7,712)",NA
Model 22.2.c,CGOA (501-700 m),2017,"5,828 (4,447, 7,638)","4,844 (0)"
Model 22.2.c,CGOA (501-700 m),2018,"5,836 (4,422, 7,703)",NA
Model 22.2.c,CGOA (501-700 m),2019,"5,871 (4,445, 7,754)","6,015 (0)"
Model 22.2.c,CGOA (501-700 m),2020,"5,915 (4,392, 7,966)",NA
Model 22.2.c,CGOA (501-700 m),2021,"5,973 (4,368, 8,169)","7,600 (0)"
Model 22.2.c,CGOA (501-700 m),2022,"5,973 (4,200, 8,495)",NA
Model 22.2.c,CGOA (701-1000 m),1984,"5,438 (3,570, 8,284)","6,996 (0)"
Model 22.2.c,CGOA (701-1000 m),1985,"5,333 (3,517, 8,088)",NA
Model 22.2.c,CGOA (701-1000 m),1986,"5,231 (3,467, 7,893)",NA
Model 22.2.c,CGOA (701-1000 m),1987,"5,131 (3,419, 7,699)","3,422 (0)"
Model 22.2.c,CGOA (701-1000 m),1988,"5,107 (3,380, 7,717)",NA
Model 22.2.c,CGOA (701-1000 m),1989,"5,084 (3,349, 7,716)",NA
Model 22.2.c,CGOA (701-1000 m),1990,"5,061 (3,327, 7,698)",NA
Model 22.2.c,CGOA (701-1000 m),1991,"5,037 (3,312, 7,663)",NA
Model 22.2.c,CGOA (701-1000 m),1992,"5,014 (3,304, 7,611)",NA
Model 22.2.c,CGOA (701-1000 m),1993,"4,941 (3,269, 7,470)",NA
Model 22.2.c,CGOA (701-1000 m),1994,"4,868 (3,233, 7,331)",NA
Model 22.2.c,CGOA (701-1000 m),1995,"4,800 (3,198, 7,205)",NA
Model 22.2.c,CGOA (701-1000 m),1996,"4,765 (3,187, 7,124)",NA
Model 22.2.c,CGOA (701-1000 m),1997,"4,732 (3,180, 7,041)",NA
Model 22.2.c,CGOA (701-1000 m),1998,"4,716 (3,191, 6,969)",NA
Model 22.2.c,CGOA (701-1000 m),1999,"4,706 (3,214, 6,893)","2,930 (0)"
Model 22.2.c,CGOA (701-1000 m),2000,"4,879 (3,378, 7,049)",NA
Model 22.2.c,CGOA (701-1000 m),2001,"5,080 (3,567, 7,235)",NA
Model 22.2.c,CGOA (701-1000 m),2002,"5,235 (3,725, 7,355)",NA
Model 22.2.c,CGOA (701-1000 m),2003,"5,383 (3,889, 7,451)",NA
Model 22.2.c,CGOA (701-1000 m),2004,"5,527 (4,060, 7,525)",NA
Model 22.2.c,CGOA (701-1000 m),2005,"5,761 (4,282, 7,750)","8,262 (0)"
Model 22.2.c,CGOA (701-1000 m),2006,"5,854 (4,335, 7,905)",NA
Model 22.2.c,CGOA (701-1000 m),2007,"5,970 (4,420, 8,064)","7,736 (0)"
Model 22.2.c,CGOA (701-1000 m),2008,"5,964 (4,357, 8,162)",NA
Model 22.2.c,CGOA (701-1000 m),2009,"5,918 (4,302, 8,140)","3,469 (0)"
Model 22.2.c,CGOA (701-1000 m),2010,"6,013 (4,288, 8,433)",NA
Model 22.2.c,CGOA (701-1000 m),2011,"6,100 (4,287, 8,679)",NA
Model 22.2.c,CGOA (701-1000 m),2012,"6,188 (4,301, 8,903)",NA
Model 22.2.c,CGOA (701-1000 m),2013,"6,253 (4,322, 9,046)",NA
Model 22.2.c,CGOA (701-1000 m),2014,"6,267 (4,345, 9,039)",NA
Model 22.2.c,CGOA (701-1000 m),2015,"6,266 (4,380, 8,964)","7,214 (0)"
Model 22.2.c,CGOA (701-1000 m),2016,"6,136 (4,207, 8,951)",NA
Model 22.2.c,CGOA (701-1000 m),2017,"6,053 (4,055, 9,036)",NA
Model 22.2.c,CGOA (701-1000 m),2018,"5,937 (3,899, 9,039)",NA
Model 22.2.c,CGOA (701-1000 m),2019,"5,849 (3,760, 9,100)",NA
Model 22.2.c,CGOA (701-1000 m),2020,"5,784 (3,635, 9,204)",NA
Model 22.2.c,CGOA (701-1000 m),2021,"5,732 (3,522, 9,330)",NA
Model 22.2.c,CGOA (701-1000 m),2022,"5,732 (3,431, 9,576)",NA
Model 22.2.c,EGOA (0-500 m),1984,"9,971 (6,590, 15,085)","7,332 (0)"
Model 22.2.c,EGOA (0-500 m),1985,"10,775 (7,234, 16,050)",NA
Model 22.2.c,EGOA (0-500 m),1986,"11,645 (8,042, 16,862)",NA
Model 22.2.c,EGOA (0-500 m),1987,"12,585 (9,082, 17,438)","15,395 (0)"
Model 22.2.c,EGOA (0-500 m),1988,"12,904 (9,151, 18,197)",NA
Model 22.2.c,EGOA (0-500 m),1989,"13,232 (9,468, 18,492)",NA
Model 22.2.c,EGOA (0-500 m),1990,"13,568 (10,083, 18,257)","11,996 (0)"
Model 22.2.c,EGOA (0-500 m),1991,"14,393 (10,677, 19,401)",NA
Model 22.2.c,EGOA (0-500 m),1992,"15,268 (11,778, 19,792)",NA
Model 22.2.c,EGOA (0-500 m),1993,"16,957 (13,411, 21,441)","16,800 (0)"
Model 22.2.c,EGOA (0-500 m),1994,"17,353 (13,583, 22,168)",NA
Model 22.2.c,EGOA (0-500 m),1995,"19,562 (15,304, 25,005)",NA
Model 22.2.c,EGOA (0-500 m),1996,"22,089 (17,432, 27,990)","24,911 (0)"
Model 22.2.c,EGOA (0-500 m),1997,"23,637 (18,357, 30,437)",NA
Model 22.2.c,EGOA (0-500 m),1998,"23,577 (18,595, 29,892)",NA
Model 22.2.c,EGOA (0-500 m),1999,"24,199 (19,248, 30,425)","25,890 (0)"
Model 22.2.c,EGOA (0-500 m),2000,"24,372 (19,030, 31,215)",NA
Model 22.2.c,EGOA (0-500 m),2001,"24,660 (19,077, 31,877)",NA
Model 22.2.c,EGOA (0-500 m),2002,"22,464 (17,704, 28,502)",NA
Model 22.2.c,EGOA (0-500 m),2003,"21,143 (16,945, 26,381)","22,393 (0)"
Model 22.2.c,EGOA (0-500 m),2004,"20,056 (15,728, 25,574)",NA
Model 22.2.c,EGOA (0-500 m),2005,"21,471 (17,220, 26,771)","22,729 (0)"
Model 22.2.c,EGOA (0-500 m),2006,"22,867 (18,125, 28,849)",NA
Model 22.2.c,EGOA (0-500 m),2007,"24,183 (19,438, 30,085)","25,819 (0)"
Model 22.2.c,EGOA (0-500 m),2008,"25,298 (19,953, 32,075)",NA
Model 22.2.c,EGOA (0-500 m),2009,"24,450 (19,618, 30,472)","19,809 (0)"
Model 22.2.c,EGOA (0-500 m),2010,"26,797 (21,145, 33,960)",NA
Model 22.2.c,EGOA (0-500 m),2011,"26,915 (21,638, 33,479)","24,971 (0)"
Model 22.2.c,EGOA (0-500 m),2012,"27,674 (21,907, 34,960)",NA
Model 22.2.c,EGOA (0-500 m),2013,"28,268 (22,573, 35,400)","25,031 (0)"
Model 22.2.c,EGOA (0-500 m),2014,"26,989 (21,382, 34,067)",NA
Model 22.2.c,EGOA (0-500 m),2015,"25,652 (20,643, 31,876)","22,743 (0)"
Model 22.2.c,EGOA (0-500 m),2016,"25,920 (20,409, 32,921)",NA
Model 22.2.c,EGOA (0-500 m),2017,"25,507 (20,112, 32,349)","27,820 (0)"
Model 22.2.c,EGOA (0-500 m),2018,"24,050 (18,697, 30,934)",NA
Model 22.2.c,EGOA (0-500 m),2019,"21,142 (16,811, 26,588)","22,253 (0)"
Model 22.2.c,EGOA (0-500 m),2020,"17,726 (13,761, 22,833)",NA
Model 22.2.c,EGOA (0-500 m),2021,"16,118 (12,210, 21,277)","19,104 (0)"
Model 22.2.c,EGOA (0-500 m),2022,"16,118 (11,050, 23,511)",NA
Model 22.2.c,EGOA (501-700 m),1984,"3,856 (2,563, 5,802)","3,639 (0)"
Model 22.2.c,EGOA (501-700 m),1985,"3,919 (2,540, 6,045)",NA
Model 22.2.c,EGOA (501-700 m),1986,"3,982 (2,551, 6,218)",NA
Model 22.2.c,EGOA (501-700 m),1987,"4,047 (2,591, 6,320)","5,218 (0)"
Model 22.2.c,EGOA (501-700 m),1988,"4,008 (2,482, 6,471)",NA
Model 22.2.c,EGOA (501-700 m),1989,"3,970 (2,401, 6,562)",NA
Model 22.2.c,EGOA (501-700 m),1990,"3,931 (2,342, 6,599)",NA
Model 22.2.c,EGOA (501-700 m),1991,"3,894 (2,302, 6,587)",NA
Model 22.2.c,EGOA (501-700 m),1992,"3,856 (2,278, 6,527)",NA
Model 22.2.c,EGOA (501-700 m),1993,"3,864 (2,275, 6,563)",NA
Model 22.2.c,EGOA (501-700 m),1994,"3,798 (2,255, 6,396)",NA
Model 22.2.c,EGOA (501-700 m),1995,"3,812 (2,274, 6,392)",NA
Model 22.2.c,EGOA (501-700 m),1996,"3,829 (2,308, 6,351)",NA
Model 22.2.c,EGOA (501-700 m),1997,"3,831 (2,355, 6,232)",NA
Model 22.2.c,EGOA (501-700 m),1998,"3,789 (2,406, 5,968)",NA
Model 22.2.c,EGOA (501-700 m),1999,"3,766 (2,495, 5,685)","2,838 (0)"
Model 22.2.c,EGOA (501-700 m),2000,"3,940 (2,594, 5,984)",NA
Model 22.2.c,EGOA (501-700 m),2001,"4,124 (2,734, 6,222)",NA
Model 22.2.c,EGOA (501-700 m),2002,"4,242 (2,888, 6,233)",NA
Model 22.2.c,EGOA (501-700 m),2003,"4,391 (3,115, 6,190)","5,011 (0)"
Model 22.2.c,EGOA (501-700 m),2004,"4,469 (3,186, 6,269)",NA
Model 22.2.c,EGOA (501-700 m),2005,"4,672 (3,405, 6,412)","5,108 (0)"
Model 22.2.c,EGOA (501-700 m),2006,"4,807 (3,450, 6,696)",NA
Model 22.2.c,EGOA (501-700 m),2007,"4,937 (3,595, 6,781)","4,858 (0)"
Model 22.2.c,EGOA (501-700 m),2008,"5,094 (3,645, 7,120)",NA
Model 22.2.c,EGOA (501-700 m),2009,"5,173 (3,772, 7,096)","6,820 (0)"
Model 22.2.c,EGOA (501-700 m),2010,"4,973 (3,581, 6,907)",NA
Model 22.2.c,EGOA (501-700 m),2011,"4,704 (3,455, 6,403)","4,334 (0)"
Model 22.2.c,EGOA (501-700 m),2012,"4,526 (3,274, 6,256)",NA
Model 22.2.c,EGOA (501-700 m),2013,"4,350 (3,192, 5,929)","3,569 (0)"
Model 22.2.c,EGOA (501-700 m),2014,"4,336 (3,109, 6,049)",NA
Model 22.2.c,EGOA (501-700 m),2015,"4,319 (3,114, 5,991)","4,374 (0)"
Model 22.2.c,EGOA (501-700 m),2016,"4,317 (3,085, 6,041)",NA
Model 22.2.c,EGOA (501-700 m),2017,"4,295 (3,132, 5,890)","4,301 (0)"
Model 22.2.c,EGOA (501-700 m),2018,"4,257 (3,036, 5,968)",NA
Model 22.2.c,EGOA (501-700 m),2019,"4,167 (3,000, 5,788)","3,827 (0)"
Model 22.2.c,EGOA (501-700 m),2020,"4,126 (2,878, 5,914)",NA
Model 22.2.c,EGOA (501-700 m),2021,"4,162 (2,853, 6,072)","5,443 (0)"
Model 22.2.c,EGOA (501-700 m),2022,"4,162 (2,637, 6,568)",NA
Model 22.2.c,EGOA (701-1000 m),1984,"970 (600, 1,568)",814 (0)
Model 22.2.c,EGOA (701-1000 m),1985,"1,018 (606, 1,711)",NA
Model 22.2.c,EGOA (701-1000 m),1986,"1,070 (617, 1,853)",NA
Model 22.2.c,EGOA (701-1000 m),1987,"1,123 (633, 1,994)",NA
Model 22.2.c,EGOA (701-1000 m),1988,"1,180 (653, 2,133)",NA
Model 22.2.c,EGOA (701-1000 m),1989,"1,239 (677, 2,270)",NA
Model 22.2.c,EGOA (701-1000 m),1990,"1,302 (705, 2,404)",NA
Model 22.2.c,EGOA (701-1000 m),1991,"1,367 (738, 2,534)",NA
Model 22.2.c,EGOA (701-1000 m),1992,"1,436 (776, 2,658)",NA
Model 22.2.c,EGOA (701-1000 m),1993,"1,515 (820, 2,796)",NA
Model 22.2.c,EGOA (701-1000 m),1994,"1,586 (868, 2,897)",NA
Model 22.2.c,EGOA (701-1000 m),1995,"1,675 (926, 3,028)",NA
Model 22.2.c,EGOA (701-1000 m),1996,"1,769 (994, 3,149)",NA
Model 22.2.c,EGOA (701-1000 m),1997,"1,866 (1,071, 3,249)",NA
Model 22.2.c,EGOA (701-1000 m),1998,"1,957 (1,159, 3,304)",NA
Model 22.2.c,EGOA (701-1000 m),1999,"2,057 (1,264, 3,346)","1,922 (0)"
Model 22.2.c,EGOA (701-1000 m),2000,"2,178 (1,332, 3,563)",NA
Model 22.2.c,EGOA (701-1000 m),2001,"2,308 (1,415, 3,762)",NA
Model 22.2.c,EGOA (701-1000 m),2002,"2,421 (1,509, 3,883)",NA
Model 22.2.c,EGOA (701-1000 m),2003,"2,548 (1,629, 3,988)",NA
Model 22.2.c,EGOA (701-1000 m),2004,"2,691 (1,780, 4,067)",NA
Model 22.2.c,EGOA (701-1000 m),2005,"2,888 (1,996, 4,178)","2,408 (0)"
Model 22.2.c,EGOA (701-1000 m),2006,"3,192 (2,211, 4,607)",NA
Model 22.2.c,EGOA (701-1000 m),2007,"3,524 (2,486, 4,996)","4,241 (0)"
Model 22.2.c,EGOA (701-1000 m),2008,"3,753 (2,593, 5,433)",NA
Model 22.2.c,EGOA (701-1000 m),2009,"3,951 (2,753, 5,669)","4,821 (0)"
Model 22.2.c,EGOA (701-1000 m),2010,"3,966 (2,633, 5,976)",NA
Model 22.2.c,EGOA (701-1000 m),2011,"3,931 (2,547, 6,068)",NA
Model 22.2.c,EGOA (701-1000 m),2012,"3,898 (2,496, 6,086)",NA
Model 22.2.c,EGOA (701-1000 m),2013,"3,861 (2,475, 6,022)",NA
Model 22.2.c,EGOA (701-1000 m),2014,"3,772 (2,468, 5,766)",NA
Model 22.2.c,EGOA (701-1000 m),2015,"3,684 (2,493, 5,443)","3,686 (0)"
Model 22.2.c,EGOA (701-1000 m),2016,"3,612 (2,289, 5,697)",NA
Model 22.2.c,EGOA (701-1000 m),2017,"3,528 (2,120, 5,869)",NA
Model 22.2.c,EGOA (701-1000 m),2018,"3,436 (1,975, 5,977)",NA
Model 22.2.c,EGOA (701-1000 m),2019,"3,313 (1,840, 5,965)",NA
Model 22.2.c,EGOA (701-1000 m),2020,"3,177 (1,714, 5,890)",NA
Model 22.2.c,EGOA (701-1000 m),2021,"3,092 (1,610, 5,936)",NA
Model 22.2.c,EGOA (701-1000 m),2022,"3,092 (1,534, 6,230)",NA
Model 22.2.c,WGOA (0-500 m),1984,"8,383 (5,164, 13,607)","9,511 (0)"
Model 22.2.c,WGOA (0-500 m),1985,"7,849 (4,682, 13,160)",NA
Model 22.2.c,WGOA (0-500 m),1986,"7,350 (4,353, 12,409)",NA
Model 22.2.c,WGOA (0-500 m),1987,"6,882 (4,148, 11,420)","9,296 (0)"
Model 22.2.c,WGOA (0-500 m),1988,"6,089 (3,323, 11,157)",NA
Model 22.2.c,WGOA (0-500 m),1989,"5,387 (2,596, 11,178)",NA
Model 22.2.c,WGOA (0-500 m),1990,"4,766 (2,000, 11,360)","1,679 (0)"
Model 22.2.c,WGOA (0-500 m),1991,"5,156 (2,269, 11,719)",NA
Model 22.2.c,WGOA (0-500 m),1992,"5,578 (2,616, 11,897)",NA
Model 22.2.c,WGOA (0-500 m),1993,"5,317 (2,653, 10,655)","3,706 (0)"
Model 22.2.c,WGOA (0-500 m),1994,"5,817 (3,200, 10,572)",NA
Model 22.2.c,WGOA (0-500 m),1995,"6,278 (3,869, 10,188)",NA
Model 22.2.c,WGOA (0-500 m),1996,"6,751 (4,686, 9,727)","8,043 (0)"
Model 22.2.c,WGOA (0-500 m),1997,"5,898 (3,860, 9,013)",NA
Model 22.2.c,WGOA (0-500 m),1998,"6,055 (4,085, 8,974)",NA
Model 22.2.c,WGOA (0-500 m),1999,"6,150 (4,339, 8,718)","7,029 (0)"
Model 22.2.c,WGOA (0-500 m),2000,"6,483 (4,495, 9,349)",NA
Model 22.2.c,WGOA (0-500 m),2001,"7,613 (5,512, 10,517)","8,753 (0)"
Model 22.2.c,WGOA (0-500 m),2002,"8,887 (5,829, 13,551)",NA
Model 22.2.c,WGOA (0-500 m),2003,"9,610 (6,460, 14,296)","15,035 (0)"
Model 22.2.c,WGOA (0-500 m),2004,"8,941 (6,343, 12,602)",NA
Model 22.2.c,WGOA (0-500 m),2005,"9,323 (6,616, 13,137)","12,351 (0)"
Model 22.2.c,WGOA (0-500 m),2006,"8,489 (6,057, 11,898)",NA
Model 22.2.c,WGOA (0-500 m),2007,"8,420 (6,167, 11,495)","7,619 (0)"
Model 22.2.c,WGOA (0-500 m),2008,"9,224 (6,462, 13,167)",NA
Model 22.2.c,WGOA (0-500 m),2009,"9,903 (6,934, 14,143)","12,464 (0)"
Model 22.2.c,WGOA (0-500 m),2010,"9,018 (6,161, 13,200)",NA
Model 22.2.c,WGOA (0-500 m),2011,"7,267 (4,201, 12,570)","3,546 (0)"
Model 22.2.c,WGOA (0-500 m),2012,"7,955 (4,937, 12,818)",NA
Model 22.2.c,WGOA (0-500 m),2013,"9,583 (6,714, 13,678)","6,476 (0)"
Model 22.2.c,WGOA (0-500 m),2014,"11,244 (7,793, 16,223)",NA
Model 22.2.c,WGOA (0-500 m),2015,"11,925 (8,614, 16,510)","9,653 (0)"
Model 22.2.c,WGOA (0-500 m),2016,"12,990 (8,957, 18,838)",NA
Model 22.2.c,WGOA (0-500 m),2017,"13,085 (9,300, 18,411)","12,196 (0)"
Model 22.2.c,WGOA (0-500 m),2018,"12,724 (8,722, 18,562)",NA
Model 22.2.c,WGOA (0-500 m),2019,"11,732 (8,354, 16,476)","10,785 (0)"
Model 22.2.c,WGOA (0-500 m),2020,"10,092 (6,772, 15,041)",NA
Model 22.2.c,WGOA (0-500 m),2021,"9,025 (5,790, 14,065)","10,424 (0)"
Model 22.2.c,WGOA (0-500 m),2022,"9,025 (5,037, 16,169)",NA
Model 22.2.c,WGOA (501-700 m),1984,"3,470 (1,976, 6,092)","3,053 (0)"
Model 22.2.c,WGOA (501-700 m),1985,"3,637 (2,011, 6,578)",NA
Model 22.2.c,WGOA (501-700 m),1986,"3,812 (2,093, 6,942)",NA
Model 22.2.c,WGOA (501-700 m),1987,"3,995 (2,227, 7,166)","2,317 (1)"
Model 22.2.c,WGOA (501-700 m),1988,"4,505 (2,388, 8,499)",NA
Model 22.2.c,WGOA (501-700 m),1989,"5,080 (2,491, 10,362)",NA
Model 22.2.c,WGOA (501-700 m),1990,"5,729 (2,547, 12,886)",NA
Model 22.2.c,WGOA (501-700 m),1991,"6,460 (2,569, 16,243)",NA
Model 22.2.c,WGOA (501-700 m),1992,"7,285 (2,568, 20,662)",NA
Model 22.2.c,WGOA (501-700 m),1993,"6,963 (2,857, 16,969)",NA
Model 22.2.c,WGOA (501-700 m),1994,"6,647 (2,973, 14,861)",NA
Model 22.2.c,WGOA (501-700 m),1995,"6,249 (3,070, 12,721)",NA
Model 22.2.c,WGOA (501-700 m),1996,"5,853 (3,083, 11,114)",NA
Model 22.2.c,WGOA (501-700 m),1997,"4,951 (3,098, 7,914)",NA
Model 22.2.c,WGOA (501-700 m),1998,"4,796 (3,090, 7,443)",NA
Model 22.2.c,WGOA (501-700 m),1999,"4,606 (3,204, 6,621)","5,389 (0)"
Model 22.2.c,WGOA (501-700 m),2000,"4,357 (2,869, 6,616)",NA
Model 22.2.c,WGOA (501-700 m),2001,"4,431 (2,834, 6,928)",NA
Model 22.2.c,WGOA (501-700 m),2002,"4,668 (2,962, 7,355)",NA
Model 22.2.c,WGOA (501-700 m),2003,"4,723 (3,167, 7,044)","5,887 (0)"
Model 22.2.c,WGOA (501-700 m),2004,"4,610 (3,102, 6,851)",NA
Model 22.2.c,WGOA (501-700 m),2005,"4,772 (3,248, 7,010)","6,377 (0)"
Model 22.2.c,WGOA (501-700 m),2006,"4,096 (2,808, 5,976)",NA
Model 22.2.c,WGOA (501-700 m),2007,"3,665 (2,445, 5,492)","2,590 (0)"
Model 22.2.c,WGOA (501-700 m),2008,"4,012 (2,670, 6,028)",NA
Model 22.2.c,WGOA (501-700 m),2009,"4,354 (2,832, 6,693)","5,605 (0)"
Model 22.2.c,WGOA (501-700 m),2010,"4,157 (2,567, 6,734)",NA
Model 22.2.c,WGOA (501-700 m),2011,"3,752 (2,398, 5,869)","2,272 (1)"
Model 22.2.c,WGOA (501-700 m),2012,"3,467 (2,238, 5,371)",NA
Model 22.2.c,WGOA (501-700 m),2013,"3,340 (2,234, 4,994)","2,739 (0)"
Model 22.2.c,WGOA (501-700 m),2014,"3,422 (2,184, 5,362)",NA
Model 22.2.c,WGOA (501-700 m),2015,"3,400 (2,194, 5,269)","2,733 (0)"
Model 22.2.c,WGOA (501-700 m),2016,"3,630 (2,267, 5,814)",NA
Model 22.2.c,WGOA (501-700 m),2017,"3,792 (2,392, 6,009)","2,740 (0)"
Model 22.2.c,WGOA (501-700 m),2018,"4,151 (2,522, 6,831)",NA
Model 22.2.c,WGOA (501-700 m),2019,"4,466 (2,641, 7,550)","7,992 (0)"
Model 22.2.c,WGOA (501-700 m),2020,"4,216 (2,586, 6,873)",NA
Model 22.2.c,WGOA (501-700 m),2021,"4,045 (2,600, 6,291)","4,269 (0)"
Model 22.2.c,WGOA (501-700 m),2022,"4,045 (2,261, 7,236)",NA
Model 22.2.c,WGOA (701-1000 m),1984,"1,048 (551, 1,996)","2,024 (0)"
Model 22.2.c,WGOA (701-1000 m),1985,"944 (527, 1,691)",NA
Model 22.2.c,WGOA (701-1000 m),1986,"850 (487, 1,485)",NA
Model 22.2.c,WGOA (701-1000 m),1987,"766 (432, 1,359)",577 (0)
Model 22.2.c,WGOA (701-1000 m),1988,"825 (435, 1,564)",NA
